0 0 0 -0 0
0.0997331 0 0.0271354 -0 0.0271354
0.199466 0 0.0540011 -0 0.0540011
0.299199 0 0.0803302 -0 0.0803302
0.398932 0 0.105861 -0 0.105861
0.498666 0 0.130339 -0 0.130339
0.598399 0 0.153523 -0 0.153523
0.698132 0 0.17518 -0 0.17518
0.797865 0 0.195096 -0 0.195096
0.897598 0 0.213074 -0 0.213074
0.997331 0 0.228934 -0 0.228934
1.09706 0 0.242518 -0 0.242518
1.1968 0 0.253693 -0 0.253693
1.29653 0 0.262346 -0 0.262346
1.39626 0 0.268391 -0 0.268391
1.496 0 0.27177 -0 0.27177
1.59573 0 0.272447 0 0.272447
1.69546 0 0.270417 0 0.270417
1.7952 0 0.265699 0 0.265699
1.89493 0 0.25834 0 0.25834
1.99466 0 0.248414 0 0.248414
2.0944 0 0.236019 0 0.236019
2.19413 0 0.221279 0 0.221279
2.29386 0 0.204339 0 0.204339
2.39359 0 0.185369 0 0.185369
2.49333 0 0.164556 0 0.164556
2.59306 0 0.142108 0 0.142108
2.69279 0 0.118247 0 0.118247
2.79253 0 0.0932114 0 0.0932114
2.89226 0 0.0672492 0 0.0672492
2.99199 0 0.0406188 0 0.0406188
3.09173 0 0.0135846 0 0.0135846
3.19146 0 -0.0135846 0 0.0135846
3.29119 0 -0.0406188 0 0.0406188
3.39093 0 -0.0672492 0 0.0672492
3.49066 0 -0.0932114 0 0.0932114
3.59039 0 -0.118247 0 0.118247
3.69012 0 -0.142108 0 0.142108
3.78986 0 -0.164556 0 0.164556
3.88959 0 -0.185369 0 0.185369
3.98932 0 -0.204339 0 0.204339
4.08906 0 -0.221279 0 0.221279
4.18879 0 -0.236019 0 0.236019
4.28852 0 -0.248414 0 0.248414
4.38826 0 -0.25834 0 0.25834
4.48799 0 -0.265699 0 0.265699
4.58772 0 -0.270417 0 0.270417
4.68746 0 -0.272447 0 0.272447
4.78719 0 -0.27177 -0 0.27177
4.88692 0 -0.268391 -0 0.268391
4.98666 0 -0.262346 -0 0.262346
5.08639 0 -0.253693 -0 0.253693
5.18612 0 -0.242518 -0 0.242518
5.28585 0 -0.228934 -0 0.228934
5.38559 0 -0.213074 -0 0.213074
5.48532 0 -0.195096 -0 0.195096
5.58505 0 -0.17518 -0 0.17518
5.68479 0 -0.153523 -0 0.153523
5.78452 0 -0.130339 -0 0.130339
5.88425 0 -0.105861 -0 0.105861
5.98399 0 -0.0803302 -0 0.0803302
6.08372 0 -0.0540011 -0 0.0540011
6.18345 0 -0.0271354 -0 0.0271354
6.28319 0 -6.6751e-17 -0 6.6751e-17

0 0.0997331 0 -0.0271354 0.0271354
0.0997331 0.0997331 0.0270006 -0.0270006 0.0381846
0.199466 0.0997331 0.0537328 -0.0265974 0.0599553
0.299199 0.0997331 0.079931 -0.0259299 0.0840317
0.398932 0.0997331 0.105335 -0.0250046 0.108262
0.498666 0.0997331 0.129692 -0.0238309 0.131863
0.598399 0.0997331 0.15276 -0.0224203 0.154396
0.698132 0.0997331 0.17431 -0.0207869 0.175545
0.797865 0.0997331 0.194127 -0.0189469 0.195049
0.897598 0.0997331 0.212015 -0.0169186 0.212689
0.997331 0.0997331 0.227796 -0.0147222 0.228271
1.09706 0.0997331 0.241313 -0.0123795 0.241631
1.1968 0.0997331 0.252432 -0.00991368 0.252627
1.29653 0.0997331 0.261042 -0.00734937 0.261145
1.39626 0.0997331 0.267058 -0.00471201 0.267099
1.496 0.0997331 0.270419 -0.00202783 0.270427
1.59573 0.0997331 0.271093 0.000676504 0.271094
1.69546 0.0997331 0.269073 0.00337412 0.269094
1.7952 0.0997331 0.264379 0.0060382 0.264447
1.89493 0.0997331 0.257057 0.00864226 0.257202
1.99466 0.0997331 0.24718 0.0111604 0.247432
2.0944 0.0997331 0.234847 0.0135677 0.235238
2.19413 0.0997331 0.220179 0.0158401 0.220748
2.29386 0.0997331 0.203324 0.0179551 0.204115
2.39359 0.0997331 0.184448 0.0198917 0.185517
2.49333 0.0997331 0.163738 0.0216305 0.165161
2.59306 0.0997331 0.141402 0.0231544 0.143285
2.69279 0.0997331 0.11766 0.0244482 0.120173
2.79253 0.0997331 0.0927482 0.0254989 0.0961895
2.89226 0.0997331 0.0669151 0.0262963 0.0718966
2.99199 0.0997331 0.0404169 0.0268323 0.0485129
3.09173 0.0997331 0.0135171 0.0271017 0.0302855
3.19146 0.0997331 -0.0135171 0.0271017 0.0302855
3.29119 0.0997331 -0.0404169 0.0268323 0.0485129
3.39093 0.0997331 -0.0669151 0.0262963 0.0718966
3.49066 0.0997331 -0.0927482 0.0254989 0.0961895
3.59039 0.0997331 -0.11766 0.0244482 0.120173
3.69012 0.0997331 -0.141402 0.0231544 0.143285
3.78986 0.0997331 -0.163738 0.0216305 0.165161
3.88959 0.0997331 -0.184448 0.0198917 0.185517
3.98932 0.0997331 -0.203324 0.0179551 0.204115
4.08906 0.0997331 -0.220179 0.0158401 0.220748
4.18879 0.0997331 -0.234847 0.0135677 0.235238
4.28852 0.0997331 -0.24718 0.0111604 0.247432
4.38826 0.0997331 -0.257057 0.00864226 0.257202
4.48799 0.0997331 -0.264379 0.0060382 0.264447
4.58772 0.0997331 -0.269073 0.00337412 0.269094
4.68746 0.0997331 -0.271093 0.000676504 0.271094
4.78719 0.0997331 -0.270419 -0.00202783 0.270427
4.88692 0.0997331 -0.267058 -0.00471201 0.267099
4.98666 0.0997331 -0.261042 -0.00734937 0.261145
5.08639 0.0997331 -0.252432 -0.00991368 0.252627
5.18612 0.0997331 -0.241313 -0.0123795 0.241631
5.28585 0.0997331 -0.227796 -0.0147222 0.228271
5.38559 0.0997331 -0.212015 -0.0169186 0.212689
5.48532 0.0997331 -0.194127 -0.0189469 0.195049
5.58505 0.0997331 -0.17431 -0.0207869 0.175545
5.68479 0.0997331 -0.15276 -0.0224203 0.154396
5.78452 0.0997331 -0.129692 -0.0238309 0.131863
5.88425 0.0997331 -0.105335 -0.0250046 0.108262
5.98399 0.0997331 -0.079931 -0.0259299 0.0840317
6.08372 0.0997331 -0.0537328 -0.0265974 0.0599553
6.18345 0.0997331 -0.0270006 -0.0270006 0.0381846
6.28319 0.0997331 -6.64193e-17 -0.0271354 0.0271354

0 0.199466 0 -0.0540011 0.0540011
0.0997331 0.199466 0.0265974 -0.0537328 0.0599553
0.199466 0.199466 0.0529304 -0.0529304 0.0748549
0.299199 0.199466 0.0787374 -0.051602 0.09414
0.398932 0.199466 0.103762 -0.0497608 0.115077
0.498666 0.199466 0.127755 -0.047425 0.136274
0.598399 0.199466 0.150479 -0.0446178 0.156954
0.698132 0.199466 0.171707 -0.0413673 0.176619
0.797865 0.199466 0.191228 -0.0377056 0.19491
0.897598 0.199466 0.208849 -0.0336691 0.211546
0.997331 0.199466 0.224395 -0.0292981 0.226299
1.09706 0.199466 0.23771 -0.0246359 0.238983
1.1968 0.199466 0.248663 -0.0197288 0.249444
1.29653 0.199466 0.257144 -0.0146257 0.25756
1.39626 0.199466 0.26307 -0.0093772 0.263237
1.496 0.199466 0.266381 -0.00403551 0.266412
1.59573 0.199466 0.267045 0.00134629 0.267049
1.69546 0.199466 0.265055 0.0067147 0.26514
1.7952 0.199466 0.260431 0.0120164 0.260708
1.89493 0.199466 0.253218 0.0171986 0.253801
1.99466 0.199466 0.243489 0.02221 0.2445
2.0944 0.199466 0.23134 0.0270006 0.23291
2.19413 0.199466 0.216892 0.0315228 0.21917
2.29386 0.199466 0.200288 0.0357318 0.20345
2.39359 0.199466 0.181693 0.0395856 0.185956
2.49333 0.199466 0.161293 0.0430461 0.166938
2.59306 0.199466 0.13929 0.0460787 0.146714
